_id,source,app_name,score,at,content,clean_content,label_sentimen
6a02c0c3734d74d8e826f15b,PlayStore,ShopeePay,5,2026-05-10 12:13:00,Adanya shopee belanja jadi lebih mudah,adanya shopee belanja jadi lebih mudah,1
6a02c0c3734d74d8e826f15c,PlayStore,GoPay,5,2026-04-29 14:24:33,"Adanya transportasi Gojek Online kmn pun kita melangkah akn menjadi mudah..jaga trz kwalitasnya dan selalu ksh. promo"" yg lbh dahsyat lg Thanks Gojek 👍👍",adanya transportasi gojek online kmn pun kita melangkah akn menjadi mudahjaga trz kwalitasnya dan selalu ksh promo yg lbh dahsyat lg thanks gojek,1
6a02c0c3734d74d8e826f15d,PlayStore,GoPay,1,2026-05-03 20:59:59,"Aduhhh kenapa sih sekarang gojek kek gini, udah berkali² enda dapat drive, mana rata² nunggunya di 30 menit - 1 jam lagi, ada apa sih sama ini gojek, padahal dari lama udah makai ini aplikasi, kalo gini terus wajar aja orang² pindah kompetitor yang lain",aduhhh kenapa sih sekarang gojek kek gini udah berkali enda dapat drive mana rata nunggunya di  menit   jam lagi ada apa sih sama ini gojek padahal dari lama udah makai ini aplikasi kalo gini terus wajar aja orang pindah kompetitor yang lain,-1
6a02c0c3734d74d8e826f15e,PlayStore,GoPay,2,2026-04-13 08:54:26,Aga ribet ya,aga ribet ya,1
6a02c0c3734d74d8e826f15f,PlayStore,GoPay,5,2026-04-17 09:49:19,Agung,agung,1
6a02c0c3734d74d8e826f160,PlayStore,GoPay,1,2026-04-18 22:19:46,Akhir akhir ini sulit dapet driver gofood,akhir akhir ini sulit dapet driver gofood,-1
6a02c0c3734d74d8e826f161,PlayStore,GoPay,1,2026-04-06 20:33:24,"Akhir2 ini kenapa lemot banget ya aplikasinya. Ketetagan internet mati, padahal internet lancar, buka aplikasi sbelah juga lancar",akhir ini kenapa lemot banget ya aplikasinya ketetagan internet mati padahal internet lancar buka aplikasi sbelah juga lancar,-1
6a02c0c3734d74d8e826f162,PlayStore,ShopeePay,1,2026-05-09 09:51:56,Aktivitas tidak wajar,aktivitas tidak wajar,-1
6a02c0c3734d74d8e826f163,PlayStore,GoPay,5,2026-04-23 21:50:48,Aku cinta gojek,aku cinta gojek,1
6a02c0c3734d74d8e826f164,PlayStore,ShopeePay,5,2026-05-09 13:01:04,"Aku rating buruk dulu smpe akunku balik dan pesananku dimunculin statusnya apa kalo ga minimal saldo ku 500ribu itu dibalikin, cs juga skrg gda respon biasanya paling cpet 5 jam bales ini lebih dari 5 jam gables bales",aku rating buruk dulu smpe akunku balik dan pesananku dimunculin statusnya apa kalo ga minimal saldo ku ribu itu dibalikin cs juga skrg gda respon biasanya paling cpet  jam bales ini lebih dari  jam gables bales,1
6a02c0c3734d74d8e826f165,PlayStore,ShopeePay,1,2026-05-08 00:16:39,"Akun dalam peninjauan terus,spinjam di blokir padahal sudah di lunasin semua,,iya saya salah tapi saya ada iktikad baik ga mau galbay karena utang,,sudah di lunasin semua masih tetep di blokir,,di semua aplikasi lain masih aman hanya Shopee doang, spay later peninjauan, spinjam ga bisa,,mudah²an yg pinjam spinjam ga pada bayar",akun dalam peninjauan terusspinjam di blokir padahal sudah di lunasin semuaiya saya salah tapi saya ada iktikad baik ga mau galbay karena utangsudah di lunasin semua masih tetep di blokirdi semua aplikasi lain masih aman hanya shopee doang spay later peninjauan spinjam ga bisamudahan yg pinjam spinjam ga pada bayar,-1
6a02c0c3734d74d8e826f166,PlayStore,GoPay,5,2026-04-22 19:06:43,"Akun go-ride jabodetabek reguler kapan buka nya ya ? saya di wa nya yg gocar terus, perasaan saya ga pernah daftar gocar",akun goride jabodetabek reguler kapan buka nya ya  saya di wa nya yg gocar terus perasaan saya ga pernah daftar gocar,-1
6a02c0c3734d74d8e826f167,PlayStore,GoPay,5,2026-04-20 09:05:24,Akun saya gk bisa di pakai,akun saya gk bisa di pakai,-1
6a02c0c3734d74d8e826f168,PlayStore,ShopeePay,3,2026-05-06 04:35:33,"Alasanku hanya ngasih 3 bintang, krn belanja COD nya hilang, diminta bayar langsung dgn memiliih salah satu dari aplikasi yg ditawarkan.",alasanku hanya ngasih  bintang krn belanja cod nya hilang diminta bayar langsung dgn memiliih salah satu dari aplikasi yg ditawarkan,-1
6a02c0c3734d74d8e826f169,PlayStore,ShopeePay,4,2026-05-09 23:00:37,Alfatihah....,alfatihah,1
